cycle,start,busy,done,error,saturation,state,in_valid,in_ready,in_accept,in_index,gate_data,up_data,in_last,lut_index,sigmoid_q0_16,silu_gate_q12_12,out_index,out_valid,out_ready,out_accept,hidden_data,out_last,input_count,output_count,accepted_before
1083,0,1,0,0,0,1,1,1,1,0x2c1,370,1915,0,518,34303,193,0x2c0,0,1,0,219,0,705,705,705
1084,0,1,0,0,0,1,1,1,1,0x2c2,-9786,-1188,0,359,5498,-821,0x2c1,1,1,1,90,0,706,705,705
1085,0,1,0,0,0,1,0,1,0,0x2c2,-9786,-1188,0,359,5498,-821,0x2c2,1,1,1,238,0,707,706,706
1086,0,1,0,0,0,1,1,1,1,0x2c3,-1326,1326,0,491,27440,-556,0x2c2,0,1,0,238,0,707,707,707
1087,0,1,0,0,0,1,0,1,0,0x2c3,-1326,1326,0,491,27440,-556,0x2c3,1,1,1,-180,0,708,707,707
1088,0,1,0,0,0,1,1,1,1,0x2c4,-826,300,0,499,29451,-372,0x2c3,0,0,0,-180,0,708,708,708
1089,0,1,0,0,0,1,0,1,0,0x2c4,-826,300,0,499,29451,-372,0x2c4,1,1,1,-28,0,709,708,708
1090,0,1,0,0,0,1,1,1,1,0x2c5,-2504,-281,0,473,23082,-882,0x2c4,0,1,0,-28,0,709,709,709
1091,0,1,0,0,0,1,1,1,1,0x2c6,-8590,-1202,0,378,7190,-943,0x2c5,1,1,1,60,0,710,709,709
1092,0,1,0,0,0,1,0,0,0,0x2c6,-8590,-1202,0,378,7190,-943,0x2c6,1,0,0,276,0,711,710,710
1093,0,1,0,0,0,1,0,1,0,0x2c6,-8590,-1202,0,378,7190,-943,0x2c6,1,1,1,276,0,711,710,710
1094,0,1,0,0,0,1,1,1,1,0x2c7,-8350,-1262,0,382,7600,-969,0x2c6,0,1,0,276,0,711,711,711
1095,0,1,0,0,0,1,1,0,0,0x2c8,-3315,569,0,460,20143,-1019,0x2c7,1,0,0,298,0,712,711,711
1096,0,1,0,0,0,1,1,1,1,0x2c8,-3315,569,0,460,20143,-1019,0x2c7,1,1,1,298,0,712,711,711
1097,0,1,0,0,0,1,0,1,0,0x2c8,-3315,569,0,460,20143,-1019,0x2c8,1,1,1,-142,0,713,712,712
1098,0,1,0,0,0,1,1,1,1,0x2c9,-3969,-971,0,450,18031,-1092,0x2c8,0,1,0,-142,0,713,713,713
1099,0,1,0,0,0,1,1,1,1,0x2ca,-1709,-48,0,485,25957,-677,0x2c9,1,1,1,258,0,714,713,713
1100,0,1,0,0,0,1,1,1,1,0x2cb,3052,-188,0,560,44511,2072,0x2ca,1,1,1,7,0,715,714,714
1101,0,1,0,0,0,1,0,1,0,0x2cb,3052,-188,0,560,44511,2072,0x2cb,1,1,1,-96,0,716,715,715
1102,0,1,0,0,0,1,0,1,0,0x2cb,3052,-188,0,560,44511,2072,0x2cb,0,0,0,-96,0,716,716,716
1103,0,1,0,0,0,1,1,1,1,0x2cc,418,-174,0,519,34558,220,0x2cb,0,1,0,-96,0,716,716,716
1104,0,1,0,0,0,1,1,1,1,0x2cd,-12256,767,0,321,3155,-591,0x2cc,1,1,1,-10,0,717,716,716
1105,0,1,0,0,0,1,0,1,0,0x2cd,-12256,767,0,321,3155,-591,0x2cd,1,1,1,-111,0,718,717,717
1106,0,1,0,0,0,1,1,1,1,0x2ce,-8508,-641,0,379,7290,-947,0x2cd,0,1,0,-111,0,718,718,718
1107,0,1,0,0,0,1,0,1,0,0x2ce,-8508,-641,0,379,7290,-947,0x2ce,1,1,1,148,0,719,718,718
1108,0,1,0,0,0,1,1,1,1,0x2cf,240,1076,0,516,33792,123,0x2ce,0,1,0,148,0,719,719,719
1109,0,1,0,0,0,1,0,0,0,0x2cf,240,1076,0,516,33792,123,0x2cf,1,0,0,32,0,720,719,719
1110,0,1,0,0,0,1,1,1,1,0x2d0,-12460,-1327,0,317,2972,-566,0x2cf,1,1,1,32,0,720,719,719
1111,0,1,0,0,0,1,1,1,1,0x2d1,-875,-657,0,498,29198,-390,0x2d0,1,1,1,183,0,721,720,720
1112,0,1,0,0,0,1,0,1,0,0x2d1,-875,-657,0,498,29198,-390,0x2d1,1,1,1,62,0,722,721,721
1113,0,1,0,0,0,1,1,1,1,0x2d2,-8173,-1243,0,384,7812,-975,0x2d1,0,1,0,62,0,722,722,722
1114,0,1,0,0,0,1,0,1,0,0x2d2,-8173,-1243,0,384,7812,-975,0x2d2,1,1,1,295,0,723,722,722
1115,0,1,0,0,0,1,1,1,1,0x2d3,-3238,-1706,0,461,20362,-1007,0x2d2,0,0,0,295,0,723,723,723
1116,0,1,0,0,0,1,1,0,0,0x2d4,-3529,-26,0,457,19495,-1050,0x2d3,1,0,0,419,0,724,723,723
1117,0,1,0,0,0,1,1,1,1,0x2d4,-3529,-26,0,457,19495,-1050,0x2d3,1,1,1,419,0,724,723,723
1118,0,1,0,0,0,1,1,1,1,0x2d5,-944,-148,0,497,28945,-417,0x2d4,1,1,1,6,0,725,724,724
1119,0,1,0,0,0,1,1,1,1,0x2d6,-1984,-7690,0,481,24984,-757,0x2d5,1,1,1,15,0,726,725,725
1120,0,1,0,0,0,1,1,1,1,0x2d7,-2561,-1139,0,472,22849,-893,0x2d6,1,1,1,1421,0,727,726,726
1121,0,1,0,0,0,1,1,1,1,0x2d8,-3318,-190,0,460,20143,-1020,0x2d7,1,1,1,248,0,728,727,727
1122,0,1,0,0,0,1,0,1,0,0x2d8,-3318,-190,0,460,20143,-1020,0x2d8,1,1,1,47,0,729,728,728
1123,0,1,0,0,0,1,1,1,1,0x2d9,-2747,649,0,469,22156,-929,0x2d8,0,0,0,47,0,729,729,729
1124,0,1,0,0,0,1,1,1,1,0x2da,-8367,1147,0,381,7495,-957,0x2d9,1,1,1,-148,0,730,729,729
1125,0,1,0,0,0,1,1,1,1,0x2db,-3061,-887,0,464,21025,-983,0x2da,1,1,1,-268,0,731,730,730
1126,0,1,0,0,0,1,1,1,1,0x2dc,-6825,223,0,405,10366,-1080,0x2db,1,1,1,212,0,732,731,731
1127,0,1,0,0,0,1,0,1,0,0x2dc,-6825,223,0,405,10366,-1080,0x2dc,1,1,1,-59,0,733,732,732
1128,0,1,0,0,0,1,1,1,1,0x2dd,-1590,-294,0,487,26448,-642,0x2dc,0,1,0,-59,0,733,733,733
1129,0,1,0,0,0,1,1,1,1,0x2de,-744,398,0,500,29705,-338,0x2dd,1,1,1,46,0,734,733,733
1130,0,1,0,0,0,1,1,0,0,0x2df,2430,-2593,0,550,42220,1565,0x2de,1,0,0,-33,0,735,734,734
1131,0,1,0,0,0,1,1,1,1,0x2df,2430,-2593,0,550,42220,1565,0x2de,1,1,1,-33,0,735,734,734
1132,0,1,0,0,0,1,0,1,0,0x2df,2430,-2593,0,550,42220,1565,0x2df,1,1,1,-991,0,736,735,735
1133,0,1,0,0,0,1,1,1,1,0x2e0,-1906,-1566,0,482,25226,-734,0x2df,0,1,0,-991,0,736,736,736
1134,0,1,0,0,0,1,1,1,1,0x2e1,-4834,-562,0,436,15316,-1130,0x2e0,1,1,1,280,0,737,736,736
1135,0,1,0,0,0,1,1,1,1,0x2e2,-8921,-799,0,373,6705,-913,0x2e1,1,1,1,155,0,738,737,737
1136,0,1,0,0,0,1,1,1,1,0x2e3,427,-768,0,519,34558,225,0x2e2,1,1,1,178,0,739,738,738
1137,0,1,0,0,0,1,0,0,0,0x2e3,427,-768,0,519,34558,225,0x2e3,1,0,0,-43,0,740,739,739
1138,0,1,0,0,0,1,1,0,0,0x2e4,-712,383,0,501,29959,-326,0x2e3,1,0,0,-43,0,740,739,739
1139,0,1,0,0,0,1,1,1,1,0x2e4,-712,383,0,501,29959,-326,0x2e3,1,1,1,-43,0,740,739,739
1140,0,1,0,0,0,1,1,1,1,0x2e5,534,-1966,0,520,34813,283,0x2e4,1,1,1,-31,0,741,740,740
1141,0,1,0,0,0,1,1,1,1,0x2e6,-13815,-651,0,296,2168,-458,0x2e5,1,1,1,-136,0,742,741,741
1142,0,1,0,0,0,1,0,1,0,0x2e6,-13815,-651,0,296,2168,-458,0x2e6,1,1,1,72,0,743,742,742
1143,0,1,0,0,0,1,1,1,1,0x2e7,-16162,1879,0,259,1234,-305,0x2e6,0,1,0,72,0,743,743,743
1144,0,1,0,0,0,1,1,0,0,0x2e8,-7813,-250,0,390,8481,-1012,0x2e7,1,0,0,-140,0,744,743,743
1145,0,1,0,0,0,1,1,1,1,0x2e8,-7813,-250,0,390,8481,-1012,0x2e7,1,1,1,-140,0,744,743,743
1146,0,1,0,0,0,1,1,1,1,0x2e9,-3000,-277,0,465,21249,-973,0x2e8,1,1,1,61,0,745,744,744
1147,0,1,0,0,0,1,0,1,0,0x2e9,-3000,-277,0,465,21249,-973,0x2e9,1,1,1,65,0,746,745,745
1148,0,1,0,0,0,1,0,1,0,0x2e9,-3000,-277,0,465,21249,-973,0x2e9,0,1,0,65,0,746,746,746
1149,0,1,0,0,0,1,1,1,1,0x2ea,-5357,151,0,428,13898,-1137,0x2e9,0,1,0,65,0,746,746,746
1150,0,1,0,0,0,1,1,1,1,0x2eb,-385,-1875,0,506,31233,-184,0x2ea,1,1,1,-42,0,747,746,746
1151,0,1,0,0,0,1,1,0,0,0x2ec,-2228,-500,0,477,24025,-817,0x2eb,1,0,0,84,0,748,747,747
1152,0,1,0,0,0,1,1,1,1,0x2ec,-2228,-500,0,477,24025,-817,0x2eb,1,1,1,84,0,748,747,747
1153,0,1,0,0,0,1,1,1,1,0x2ed,-4590,-400,0,440,16062,-1125,0x2ec,1,1,1,99,0,749,748,748
1154,0,1,0,0,0,1,1,1,1,0x2ee,-3184,680,0,462,20582,-1000,0x2ed,1,1,1,109,0,750,749,749
1155,0,1,0,0,0,1,1,1,1,0x2ef,-4694,524,0,439,15873,-1137,0x2ee,1,1,1,-167,0,751,750,750
1156,0,1,0,0,0,1,1,1,1,0x2f0,-2896,-94,0,467,21700,-959,0x2ef,1,1,1,-146,0,752,751,751
1157,0,1,0,0,0,1,0,1,0,0x2f0,-2896,-94,0,467,21700,-959,0x2f0,1,1,1,22,0,753,752,752
1158,0,1,0,0,0,1,1,1,1,0x2f1,-2482,-150,0,473,23082,-875,0x2f0,0,0,0,22,0,753,753,753
1159,0,1,0,0,0,1,1,1,1,0x2f2,-3028,-508,0,465,21249,-982,0x2f1,1,1,1,32,0,754,753,753
1160,0,1,0,0,0,1,1,1,1,0x2f3,458,1643,0,519,34558,241,0x2f2,1,1,1,121,0,755,754,754
1161,0,1,0,0,0,1,1,0,0,0x2f4,488,1309,0,520,34813,259,0x2f3,1,0,0,96,0,756,755,755
1162,0,1,0,0,0,1,1,1,1,0x2f4,488,1309,0,520,34813,259,0x2f3,1,1,1,96,0,756,755,755
1163,0,1,0,0,0,1,1,1,1,0x2f5,-1760,1959,0,485,25957,-698,0x2f4,1,1,1,82,0,757,756,756
1164,0,1,0,0,0,1,1,1,1,0x2f6,906,-1746,0,526,36338,502,0x2f5,1,1,1,-334,0,758,757,757
1165,0,1,0,0,0,1,0,0,0,0x2f6,906,-1746,0,526,36338,502,0x2f6,1,0,0,-214,0,759,758,758
1166,0,1,0,0,0,1,1,1,1,0x2f7,-6284,-8004,0,414,11653,-1118,0x2f6,1,1,1,-214,0,759,758,758
1167,0,1,0,0,0,1,0,1,0,0x2f7,-6284,-8004,0,414,11653,-1118,0x2f7,1,1,1,2184,0,760,759,759
1168,0,1,0,0,0,1,1,1,1,0x2f8,746,-179,0,524,35831,407,0x2f7,0,1,0,2184,0,760,760,760
1169,0,1,0,0,0,1,1,1,1,0x2f9,-2882,2143,0,467,21700,-955,0x2f8,1,1,1,-18,0,761,760,760
1170,0,1,0,0,0,1,1,1,1,0x2fa,-3835,825,0,452,18442,-1080,0x2f9,1,1,1,-500,0,762,761,761
1171,0,1,0,0,0,1,1,1,1,0x2fb,-11352,94,0,335,3880,-673,0x2fa,1,1,1,-218,0,763,762,762
1172,0,1,0,0,0,1,0,0,0,0x2fb,-11352,94,0,335,3880,-673,0x2fb,1,0,0,-16,0,764,763,763
1173,0,1,0,0,0,1,1,1,1,0x2fc,-3106,189,0,463,20803,-986,0x2fb,1,1,1,-16,0,764,763,763
1174,0,1,0,0,0,1,1,1,1,0x2fd,-933,-531,0,497,28945,-413,0x2fc,1,1,1,-46,0,765,764,764
1175,0,1,0,0,0,1,1,1,1,0x2fe,-9143,583,0,369,6338,-885,0x2fd,1,1,1,53,0,766,765,765
1176,0,1,0,0,0,1,1,1,1,0x2ff,-634,-174,0,502,30213,-293,0x2fe,1,1,1,-126,0,767,766,766
1177,0,1,0,0,0,1,0,1,0,0x2ff,-634,-174,0,502,30213,-293,0x2ff,1,1,1,12,0,768,767,767
1178,0,1,0,0,0,1,1,1,1,0x300,-3057,1113,0,464,21025,-981,0x2ff,0,1,0,12,0,768,768,768
1179,0,1,0,0,0,1,1,0,0,0x301,1173,-197,0,530,37346,668,0x300,1,0,0,-267,0,769,768,768
1180,0,1,0,0,0,1,1,1,1,0x301,1173,-197,0,530,37346,668,0x300,1,1,1,-267,0,769,768,768
1181,0,1,0,0,0,1,1,1,1,0x302,-139,-1424,0,510,32256,-69,0x301,1,1,1,-33,0,770,769,769
1182,0,1,0,0,0,1,0,1,0,0x302,-139,-1424,0,510,32256,-69,0x302,1,1,1,23,0,771,770,770
1183,0,1,0,0,0,1,1,1,1,0x303,-1424,514,0,490,27191,-591,0x302,0,1,0,23,0,771,771,771
1184,0,1,0,0,0,1,1,0,0,0x304,789,1291,0,524,35831,431,0x303,1,0,0,-75,0,772,771,771
1185,0,1,0,0,0,1,1,1,1,0x304,789,1291,0,524,35831,431,0x303,1,1,1,-75,0,772,771,771
1186,0,1,0,0,0,1,1,0,0,0x305,-1186,1138,0,493,27939,-506,0x304,1,0,0,135,0,773,772,772
1187,0,1,0,0,0,1,1,1,1,0x305,-1186,1138,0,493,27939,-506,0x304,1,1,1,135,0,773,772,772
1188,0,1,0,0,0,1,1,1,1,0x306,-2757,-1498,0,469,22156,-933,0x305,1,1,1,-141,0,774,773,773
1189,0,1,0,0,0,1,1,1,1,0x307,-2495,697,0,473,23082,-879,0x306,1,1,1,341,0,775,774,774
1190,0,1,0,0,0,1,1,1,1,0x308,-8903,-673,0,373,6705,-911,0x307,1,1,1,-150,0,776,775,775
1191,0,1,0,0,0,1,1,1,1,0x309,-1720,302,0,485,25957,-682,0x308,1,1,1,149,0,777,776,776
1192,0,1,0,0,0,1,0,1,0,0x309,-1720,302,0,485,25957,-682,0x309,1,1,1,-51,0,778,777,777
1193,0,1,0,0,0,1,1,1,1,0x30a,-7145,-765,0,400,9702,-1058,0x309,0,0,0,-51,0,778,778,778
1194,0,1,0,0,0,1,1,1,1,0x30b,-3218,-431,0,462,20582,-1011,0x30a,1,1,1,197,0,779,778,778
1195,0,1,0,0,0,1,1,1,1,0x30c,98,-554,0,514,33280,49,0x30b,1,1,1,106,0,780,779,779
1196,0,1,0,0,0,1,1,1,1,0x30d,-1476,-606,0,489,26943,-607,0x30c,1,1,1,-7,0,781,780,780
1197,0,1,0,0,0,1,0,1,0,0x30d,-1476,-606,0,489,26943,-607,0x30d,1,1,1,89,0,782,781,781
1198,0,1,0,0,0,1,1,1,1,0x30e,-5843,2976,0,421,12738,-1136,0x30d,0,1,0,89,0,782,782,782
1199,0,1,0,0,0,1,0,1,0,0x30e,-5843,2976,0,421,12738,-1136,0x30e,1,1,1,-826,0,783,782,782
1200,0,1,0,0,0,1,1,1,1,0x30f,-803,-1364,0,499,29451,-361,0x30e,0,0,0,-826,0,783,783,783
1201,0,1,0,0,0,1,1,1,1,0x310,-1173,-299,0,494,28190,-505,0x30f,1,1,1,120,0,784,783,783
1202,0,1,0,0,0,1,0,1,0,0x310,-1173,-299,0,494,28190,-505,0x310,1,1,1,36,0,785,784,784
1203,0,1,0,0,0,1,1,1,1,0x311,-4777,-611,0,437,15500,-1130,0x310,0,1,0,36,0,785,785,785
1204,0,1,0,0,0,1,1,1,1,0x312,-1965,-709,0,481,24984,-750,0x311,1,1,1,168,0,786,785,785
1205,0,1,0,0,0,1,1,1,1,0x313,-4051,528,0,449,17827,-1102,0x312,1,1,1,129,0,787,786,786
1206,0,1,0,0,0,1,1,1,1,0x314,-2362,-922,0,475,23551,-849,0x313,1,1,1,-143,0,788,787,787
1207,0,1,0,0,0,1,0,0,0,0x314,-2362,-922,0,475,23551,-849,0x314,1,0,0,191,0,789,788,788
1208,0,1,0,0,0,1,1,1,1,0x315,-2484,875,0,473,23082,-875,0x314,1,1,1,191,0,789,788,788
1209,0,1,0,0,0,1,1,1,1,0x316,6060,1398,0,607,53427,4940,0x315,1,1,1,-187,0,790,789,789
1210,0,1,0,0,0,1,1,1,1,0x317,-2144,-823,0,479,24502,-802,0x316,1,1,1,1686,0,791,790,790
1211,0,1,0,0,0,1,1,1,1,0x318,-4291,-862,0,445,17028,-1115,0x317,1,1,1,161,0,792,791,791
1212,0,1,0,0,0,1,0,1,0,0x318,-4291,-862,0,445,17028,-1115,0x318,1,1,1,234,0,793,792,792
1213,0,1,0,0,0,1,1,1,1,0x319,-3132,-1101,0,463,20803,-995,0x318,0,1,0,234,0,793,793,793
1214,0,1,0,0,0,1,1,0,0,0x31a,-9230,-108,0,368,6249,-881,0x319,1,0,0,267,0,794,793,793
1215,0,1,0,0,0,1,1,1,1,0x31a,-9230,-108,0,368,6249,-881,0x319,1,1,1,267,0,794,793,793
1216,0,1,0,0,0,1,0,1,0,0x31a,-9230,-108,0,368,6249,-881,0x31a,1,1,1,23,0,795,794,794
1217,0,1,0,0,0,1,0,1,0,0x31a,-9230,-108,0,368,6249,-881,0x31a,0,1,0,23,0,795,795,795
1218,0,1,0,0,0,1,1,1,1,0x31b,-924,395,0,498,29198,-412,0x31a,0,1,0,23,0,795,795,795
1219,0,1,0,0,0,1,1,1,1,0x31c,-6461,-724,0,411,11211,-1106,0x31b,1,1,1,-40,0,796,795,795
1220,0,1,0,0,0,1,1,1,1,0x31d,-4788,955,0,437,15500,-1133,0x31c,1,1,1,195,0,797,796,796
1221,0,1,0,0,0,1,1,0,0,0x31e,486,-1145,0,520,34813,258,0x31d,1,0,0,-265,0,798,797,797
1222,0,1,0,0,0,1,1,1,1,0x31e,486,-1145,0,520,34813,258,0x31d,1,1,1,-265,0,798,797,797
1223,0,1,0,0,0,1,1,1,1,0x31f,-2690,-779,0,470,22386,-919,0x31e,1,1,1,-73,0,799,798,798
1224,0,1,0,0,0,1,1,1,1,0x320,-3337,9,0,460,20143,-1026,0x31f,1,1,1,174,0,800,799,799
1225,0,1,0,0,0,1,1,1,1,0x321,-8565,-1332,0,378,7190,-940,0x320,1,1,1,-3,0,801,800,800
1226,0,1,0,0,0,1,1,1,1,0x322,-4427,-1746,0,443,16637,-1124,0x321,1,1,1,305,0,802,801,801
1227,0,1,0,0,0,1,0,1,0,0x322,-4427,-1746,0,443,16637,-1124,0x322,1,1,1,479,0,803,802,802
1228,0,1,0,0,0,1,1,1,1,0x323,-1864,1843,0,483,25468,-725,0x322,0,0,0,479,0,803,803,803
1229,0,1,0,0,0,1,1,1,1,0x324,-1518,616,0,488,26695,-619,0x323,1,1,1,-327,0,804,803,803
1230,0,1,0,0,0,1,1,0,0,0x325,-2270,1029,0,477,24025,-833,0x324,1,0,0,-94,0,805,804,804
1231,0,1,0,0,0,1,1,1,1,0x325,-2270,1029,0,477,24025,-833,0x324,1,1,1,-94,0,805,804,804
1232,0,1,0,0,0,1,0,1,0,0x325,-2270,1029,0,477,24025,-833,0x325,1,1,1,-210,0,806,805,805
1233,0,1,0,0,0,1,0,1,0,0x325,-2270,1029,0,477,24025,-833,0x325,0,1,0,-210,0,806,806,806
1234,0,1,0,0,0,1,1,1,1,0x326,-2997,-95,0,465,21249,-972,0x325,0,1,0,-210,0,806,806,806
1235,0,1,0,0,0,1,1,0,0,0x327,-1057,-200,0,495,28441,-459,0x326,1,0,0,22,0,807,806,806
1236,0,1,0,0,0,1,1,1,1,0x327,-1057,-200,0,495,28441,-459,0x326,1,1,1,22,0,807,806,806
1237,0,1,0,0,0,1,0,1,0,0x327,-1057,-200,0,495,28441,-459,0x327,1,1,1,22,0,808,807,807
1238,0,1,0,0,0,1,1,1,1,0x328,-3810,-553,0,452,18442,-1073,0x327,0,1,0,22,0,808,808,808
1239,0,1,0,0,0,1,1,1,1,0x329,-5623,-777,0,424,13226,-1135,0x328,1,1,1,144,0,809,808,808
1240,0,1,0,0,0,1,1,1,1,0x32a,-2861,-1799,0,467,21700,-948,0x329,1,1,1,215,0,810,809,809
1241,0,1,0,0,0,1,1,1,1,0x32b,-1695,-994,0,486,26202,-678,0x32a,1,1,1,416,0,811,810,810
1242,0,1,0,0,0,1,0,0,0,0x32b,-1695,-994,0,486,26202,-678,0x32b,1,0,0,164,0,812,811,811
1243,0,1,0,0,0,1,1,1,1,0x32c,-3758,-640,0,453,18650,-1070,0x32b,1,1,1,164,0,812,811,811
1244,0,1,0,0,0,1,1,1,1,0x32d,-2457,-224,0,474,23316,-875,0x32c,1,1,1,167,0,813,812,812
1245,0,1,0,0,0,1,1,1,1,0x32e,-9122,-1250,0,369,6338,-883,0x32d,1,1,1,47,0,814,813,813
1246,0,1,0,0,0,1,1,1,1,0x32f,-1736,1728,0,485,25957,-688,0x32e,1,1,1,269,0,815,814,814
1247,0,1,0,0,0,1,0,1,0,0x32f,-1736,1728,0,485,25957,-688,0x32f,1,1,1,-291,0,816,815,815
1248,0,1,0,0,0,1,1,1,1,0x330,-886,-154,0,498,29198,-395,0x32f,0,1,0,-291,0,816,816,816
1249,0,1,0,0,0,1,1,0,0,0x331,-2756,-413,0,469,22156,-932,0x330,1,0,0,14,0,817,816,816
1250,0,1,0,0,0,1,1,1,1,0x331,-2756,-413,0,469,22156,-932,0x330,1,1,1,14,0,817,816,816
1251,0,1,0,0,0,1,1,1,1,0x332,-12245,-1021,0,321,3155,-590,0x331,1,1,1,93,0,818,817,817
1252,0,1,0,0,0,1,0,1,0,0x332,-12245,-1021,0,321,3155,-590,0x332,1,1,1,147,0,819,818,818
1253,0,1,0,0,0,1,1,1,1,0x333,-2091,-185,0,479,24502,-782,0x332,0,0,0,147,0,819,819,819
1254,0,1,0,0,0,1,1,1,1,0x334,-556,-902,0,503,30468,-259,0x333,1,1,1,35,0,820,819,819
1255,0,1,0,0,0,1,1,1,1,0x335,-9397,1752,0,365,5989,-859,0x334,1,1,1,57,0,821,820,820
1256,0,1,0,0,0,1,1,0,0,0x336,118,-719,0,514,33280,59,0x335,1,0,0,-368,0,822,821,821
1257,0,1,0,0,0,1,1,1,1,0x336,118,-719,0,514,33280,59,0x335,1,1,1,-368,0,822,821,821
1258,0,1,0,0,0,1,1,1,1,0x337,-1571,1303,0,487,26448,-634,0x336,1,1,1,-11,0,823,822,822
1259,0,1,0,0,0,1,1,1,1,0x338,-1052,-248,0,496,28693,-461,0x337,1,1,1,-202,0,824,823,823
1260,0,1,0,0,0,1,1,1,1,0x339,-1048,786,0,496,28693,-459,0x338,1,1,1,27,0,825,824,824
1261,0,1,0,0,0,1,1,1,1,0x33a,-3689,-508,0,454,18859,-1062,0x339,1,1,1,-89,0,826,825,825
1262,0,1,0,0,0,1,0,1,0,0x33a,-3689,-508,0,454,18859,-1062,0x33a,1,1,1,131,0,827,826,826
1263,0,1,0,0,0,1,1,1,1,0x33b,-3827,-367,0,452,18442,-1077,0x33a,0,0,0,131,0,827,827,827
1264,0,1,0,0,0,1,1,1,1,0x33c,-5276,243,0,430,14243,-1147,0x33b,1,1,1,96,0,828,827,827
1265,0,1,0,0,0,1,1,1,1,0x33d,-2482,737,0,473,23082,-875,0x33c,1,1,1,-69,0,829,828,828
1266,0,1,0,0,0,1,1,1,1,0x33e,-2139,283,0,479,24502,-800,0x33d,1,1,1,-158,0,830,829,829
1267,0,1,0,0,0,1,0,1,0,0x33e,-2139,283,0,479,24502,-800,0x33e,1,1,1,-56,0,831,830,830
1268,0,1,0,0,0,1,1,1,1,0x33f,-2092,-1306,0,479,24502,-783,0x33e,0,1,0,-56,0,831,831,831
1269,0,1,0,0,0,1,1,1,1,0x340,-3184,-207,0,462,20582,-1000,0x33f,1,1,1,249,0,832,831,831
1270,0,1,0,0,0,1,1,0,0,0x341,-9344,826,0,366,6074,-867,0x340,1,0,0,50,0,833,832,832
1271,0,1,0,0,0,1,1,1,1,0x341,-9344,826,0,366,6074,-867,0x340,1,1,1,50,0,833,832,832
1272,0,1,0,0,0,1,0,1,0,0x341,-9344,826,0,366,6074,-867,0x341,1,1,1,-175,0,834,833,833
1273,0,1,0,0,0,1,1,1,1,0x342,-1019,1085,0,496,28693,-447,0x341,0,1,0,-175,0,834,834,834
1274,0,1,0,0,0,1,1,1,1,0x343,1179,-637,0,530,37346,671,0x342,1,1,1,-119,0,835,834,834
1275,0,1,0,0,0,1,1,1,1,0x344,-4406,-956,0,443,16637,-1119,0x343,1,1,1,-105,0,836,835,835
1276,0,1,0,0,0,1,1,0,0,0x345,-2103,235,0,479,24502,-787,0x344,1,0,0,261,0,837,836,836
1277,0,1,0,0,0,1,1,0,0,0x345,-2103,235,0,479,24502,-787,0x344,1,0,0,261,0,837,836,836
1278,0,1,0,0,0,1,1,1,1,0x345,-2103,235,0,479,24502,-787,0x344,1,1,1,261,0,837,836,836
1279,0,1,0,0,0,1,1,1,1,0x346,-3239,443,0,461,20362,-1007,0x345,1,1,1,-46,0,838,837,837
1280,0,1,0,0,0,1,1,1,1,0x347,-339,864,0,507,31489,-163,0x346,1,1,1,-109,0,839,838,838
1281,0,1,0,0,0,1,1,1,1,0x348,-2096,557,0,479,24502,-784,0x347,1,1,1,-35,0,840,839,839
1282,0,1,0,0,0,1,0,1,0,0x348,-2096,557,0,479,24502,-784,0x348,1,1,1,-107,0,841,840,840
1283,0,1,0,0,0,1,1,1,1,0x349,-3278,-1763,0,461,20362,-1019,0x348,0,1,0,-107,0,841,841,841
1284,0,1,0,0,0,1,0,0,0,0x349,-3278,-1763,0,461,20362,-1019,0x349,1,0,0,438,0,842,841,841
1285,0,1,0,0,0,1,1,1,1,0x34a,-206,-1443,0,509,32000,-101,0x349,1,1,1,438,0,842,841,841
1286,0,1,0,0,0,1,1,1,1,0x34b,-1964,-326,0,481,24984,-749,0x34a,1,1,1,35,0,843,842,842
1287,0,1,0,0,0,1,0,1,0,0x34b,-1964,-326,0,481,24984,-749,0x34b,1,1,1,59,0,844,843,843
1288,0,1,0,0,0,1,1,1,1,0x34c,-6260,1952,0,414,11653,-1114,0x34b,0,1,0,59,0,844,844,844
1289,0,1,0,0,0,1,1,1,1,0x34d,-1256,-1034,0,492,27689,-531,0x34c,1,1,1,-531,0,845,844,844
1290,0,1,0,0,0,1,1,1,1,0x34e,-1716,83,0,485,25957,-680,0x34d,1,1,1,134,0,846,845,845
1291,0,1,0,0,0,1,1,0,0,0x34f,-1662,2445,0,486,26202,-665,0x34e,1,0,0,-14,0,847,846,846
1292,0,1,0,0,0,1,1,1,1,0x34f,-1662,2445,0,486,26202,-665,0x34e,1,1,1,-14,0,847,846,846
1293,0,1,0,0,0,1,1,1,1,0x350,-2083,-459,0,479,24502,-779,0x34f,1,1,1,-397,0,848,847,847
1294,0,1,0,0,0,1,1,1,1,0x351,-2323,-437,0,476,23788,-844,0x350,1,1,1,87,0,849,848,848
1295,0,1,0,0,0,1,1,1,1,0x352,-8308,-740,0,382,7600,-964,0x351,1,1,1,90,0,850,849,849
1296,0,1,0,0,0,1,1,1,1,0x353,-4391,-404,0,443,16637,-1115,0x352,1,1,1,174,0,851,850,850
1297,0,1,0,0,0,1,0,1,0,0x353,-4391,-404,0,443,16637,-1115,0x353,1,1,1,109,0,852,851,851
