cycle,score_valid,score_ready,score_accept,score_q_head,score_kv_head,score_position,score_scaled,v_req_valid,v_req_ready,v_req_accept,v_req_kv_head,v_req_position,v_req_dim,v_req_prob,v_rsp_valid,v_rsp_ready,v_rsp_accept,v_rsp_data,out_valid,out_ready,out_accept,out_q_head,out_dim,out_data,out_last,dut_v_request_count,dut_output_count
8990,1,0,0,15,7,4,0x0000000008539b75,1,1,1,1,3,10,0x00027c,0,0,0,0xfffac5,0,1,0,3,0x000009,-575,0,1973,394
8991,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,3,10,0x00027c,0,1,0,0xfffac5,0,0,0,3,0x000009,-575,0,1974,394
8992,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,3,10,0x00027c,0,1,0,0xfffac5,0,1,0,3,0x000009,-575,0,1974,394
8993,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,3,10,0x00027c,0,1,0,0xfffac5,0,1,0,3,0x000009,-575,0,1974,394
8994,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,3,10,0x00027c,0,1,0,0xfffac5,0,1,0,3,0x000009,-575,0,1974,394
8995,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,3,10,0x00027c,0,1,0,0xfffac5,0,1,0,3,0x000009,-575,0,1974,394
8996,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,3,10,0x00027c,1,1,1,0x0000a5,0,1,0,3,0x000009,-575,0,1974,394
8997,1,0,0,15,7,4,0x0000000008539b75,1,1,1,1,4,10,0x00fd82,0,0,0,0x0000a5,0,0,0,3,0x000009,-575,0,1974,394
8998,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,4,10,0x00fd82,0,1,0,0x0000a5,0,1,0,3,0x000009,-575,0,1975,394
8999,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,4,10,0x00fd82,0,1,0,0x0000a5,0,1,0,3,0x000009,-575,0,1975,394
9000,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,4,10,0x00fd82,1,1,1,0xfffb95,0,1,0,3,0x000009,-575,0,1975,394
9001,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,4,10,0x00fd82,0,0,0,0xfffb95,0,1,0,3,0x000009,-575,0,1975,394
9002,1,0,0,15,7,4,0x0000000008539b75,0,1,0,1,4,10,0x00fd82,0,0,0,0xfffb95,1,0,0,3,0x00000a,-1119,0,1975,394
9003,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,4,10,0x00fd82,0,0,0,0xfffb95,1,0,0,3,0x00000a,-1119,0,1975,394
9004,1,0,0,15,7,4,0x0000000008539b75,0,1,0,1,4,10,0x00fd82,0,0,0,0xfffb95,1,1,1,3,0x00000a,-1119,0,1975,394
9005,1,0,0,15,7,4,0x0000000008539b75,1,1,1,1,0,11,0x000000,0,0,0,0xfffb95,0,1,0,3,0x00000a,-1119,0,1975,395
9006,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,0,11,0x000000,0,1,0,0xfffb95,0,1,0,3,0x00000a,-1119,0,1976,395
9007,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,0,11,0x000000,1,1,1,0x000082,0,1,0,3,0x00000a,-1119,0,1976,395
9008,1,0,0,15,7,4,0x0000000008539b75,1,1,1,1,1,11,0x000000,0,0,0,0x000082,0,1,0,3,0x00000a,-1119,0,1976,395
9009,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,1,11,0x000000,0,1,0,0x000082,0,0,0,3,0x00000a,-1119,0,1977,395
9010,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,1,11,0x000000,1,1,1,0xfffe18,0,1,0,3,0x00000a,-1119,0,1977,395
9011,1,0,0,15,7,4,0x0000000008539b75,1,0,0,1,2,11,0x000000,0,0,0,0xfffe18,0,1,0,3,0x00000a,-1119,0,1977,395
9012,1,0,0,15,7,4,0x0000000008539b75,1,1,1,1,2,11,0x000000,0,0,0,0xfffe18,0,1,0,3,0x00000a,-1119,0,1977,395
9013,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,2,11,0x000000,0,1,0,0xfffe18,0,1,0,3,0x00000a,-1119,0,1978,395
9014,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,2,11,0x000000,0,1,0,0xfffe18,0,1,0,3,0x00000a,-1119,0,1978,395
9015,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,2,11,0x000000,1,1,1,0x0000c8,0,0,0,3,0x00000a,-1119,0,1978,395
9016,1,0,0,15,7,4,0x0000000008539b75,1,0,0,1,3,11,0x00027c,0,0,0,0x0000c8,0,1,0,3,0x00000a,-1119,0,1978,395
9017,1,0,0,15,7,4,0x0000000008539b75,1,1,1,1,3,11,0x00027c,0,0,0,0x0000c8,0,1,0,3,0x00000a,-1119,0,1978,395
9018,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,3,11,0x00027c,0,1,0,0x0000c8,0,1,0,3,0x00000a,-1119,0,1979,395
9019,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,3,11,0x00027c,1,1,1,0x0003ae,0,1,0,3,0x00000a,-1119,0,1979,395
9020,1,0,0,15,7,4,0x0000000008539b75,1,1,1,1,4,11,0x00fd82,0,0,0,0x0003ae,0,1,0,3,0x00000a,-1119,0,1979,395
9021,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,4,11,0x00fd82,0,1,0,0x0003ae,0,0,0,3,0x00000a,-1119,0,1980,395
9022,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,4,11,0x00fd82,1,1,1,0xffff7c,0,1,0,3,0x00000a,-1119,0,1980,395
9023,1,0,0,15,7,4,0x0000000008539b75,0,1,0,1,4,11,0x00fd82,0,0,0,0xffff7c,0,1,0,3,0x00000a,-1119,0,1980,395
9024,1,0,0,15,7,4,0x0000000008539b75,0,1,0,1,4,11,0x00fd82,0,0,0,0xffff7c,1,1,1,3,0x00000b,-122,0,1980,395
9025,1,0,0,15,7,4,0x0000000008539b75,1,1,1,1,0,12,0x000000,0,0,0,0xffff7c,0,1,0,3,0x00000b,-122,0,1980,396
9026,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,0,12,0x000000,0,1,0,0xffff7c,0,1,0,3,0x00000b,-122,0,1981,396
9027,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,0,12,0x000000,0,1,0,0xffff7c,0,0,0,3,0x00000b,-122,0,1981,396
9028,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,0,12,0x000000,1,1,1,0xffff2f,0,1,0,3,0x00000b,-122,0,1981,396
9029,1,0,0,15,7,4,0x0000000008539b75,1,1,1,1,1,12,0x000000,0,0,0,0xffff2f,0,1,0,3,0x00000b,-122,0,1981,396
9030,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,1,12,0x000000,0,1,0,0xffff2f,0,1,0,3,0x00000b,-122,0,1982,396
9031,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,1,12,0x000000,1,1,1,0x0000fc,0,0,0,3,0x00000b,-122,0,1982,396
9032,1,0,0,15,7,4,0x0000000008539b75,1,1,1,1,2,12,0x000000,0,0,0,0x0000fc,0,1,0,3,0x00000b,-122,0,1982,396
9033,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,2,12,0x000000,0,1,0,0x0000fc,0,0,0,3,0x00000b,-122,0,1983,396
9034,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,2,12,0x000000,1,1,1,0xfff9b7,0,1,0,3,0x00000b,-122,0,1983,396
9035,1,0,0,15,7,4,0x0000000008539b75,1,1,1,1,3,12,0x00027c,0,0,0,0xfff9b7,0,1,0,3,0x00000b,-122,0,1983,396
9036,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,3,12,0x00027c,0,1,0,0xfff9b7,0,1,0,3,0x00000b,-122,0,1984,396
9037,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,3,12,0x00027c,0,1,0,0xfff9b7,0,1,0,3,0x00000b,-122,0,1984,396
9038,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,3,12,0x00027c,1,1,1,0x0000c4,0,1,0,3,0x00000b,-122,0,1984,396
9039,1,0,0,15,7,4,0x0000000008539b75,1,1,1,1,4,12,0x00fd82,0,0,0,0x0000c4,0,0,0,3,0x00000b,-122,0,1984,396
9040,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,4,12,0x00fd82,0,1,0,0x0000c4,0,1,0,3,0x00000b,-122,0,1985,396
9041,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,4,12,0x00fd82,0,1,0,0x0000c4,0,1,0,3,0x00000b,-122,0,1985,396
9042,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,4,12,0x00fd82,0,1,0,0x0000c4,0,1,0,3,0x00000b,-122,0,1985,396
9043,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,4,12,0x00fd82,0,1,0,0x0000c4,0,1,0,3,0x00000b,-122,0,1985,396
9044,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,4,12,0x00fd82,0,1,0,0x0000c4,0,1,0,3,0x00000b,-122,0,1985,396
9045,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,4,12,0x00fd82,1,1,1,0xfffcf0,0,0,0,3,0x00000b,-122,0,1985,396
9046,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,4,12,0x00fd82,0,0,0,0xfffcf0,0,1,0,3,0x00000b,-122,0,1985,396
9047,1,0,0,15,7,4,0x0000000008539b75,0,1,0,1,4,12,0x00fd82,0,0,0,0xfffcf0,1,1,1,3,0x00000c,-775,0,1985,396
9048,1,0,0,15,7,4,0x0000000008539b75,1,1,1,1,0,13,0x000000,0,0,0,0xfffcf0,0,1,0,3,0x00000c,-775,0,1985,397
9049,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,0,13,0x000000,0,1,0,0xfffcf0,0,1,0,3,0x00000c,-775,0,1986,397
9050,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,0,13,0x000000,0,1,0,0xfffcf0,0,1,0,3,0x00000c,-775,0,1986,397
9051,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,0,13,0x000000,0,1,0,0xfffcf0,0,0,0,3,0x00000c,-775,0,1986,397
9052,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,0,13,0x000000,0,1,0,0xfffcf0,0,1,0,3,0x00000c,-775,0,1986,397
9053,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,0,13,0x000000,0,1,0,0xfffcf0,0,1,0,3,0x00000c,-775,0,1986,397
9054,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,0,13,0x000000,0,1,0,0xfffcf0,0,1,0,3,0x00000c,-775,0,1986,397
9055,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,0,13,0x000000,0,1,0,0xfffcf0,0,1,0,3,0x00000c,-775,0,1986,397
9056,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,0,13,0x000000,0,1,0,0xfffcf0,0,1,0,3,0x00000c,-775,0,1986,397
9057,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,0,13,0x000000,1,1,1,0x000013,0,0,0,3,0x00000c,-775,0,1986,397
9058,1,0,0,15,7,4,0x0000000008539b75,1,1,1,1,1,13,0x000000,0,0,0,0x000013,0,1,0,3,0x00000c,-775,0,1986,397
9059,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,1,13,0x000000,0,1,0,0x000013,0,1,0,3,0x00000c,-775,0,1987,397
9060,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,1,13,0x000000,0,1,0,0x000013,0,0,0,3,0x00000c,-775,0,1987,397
9061,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,1,13,0x000000,1,1,1,0x00030f,0,1,0,3,0x00000c,-775,0,1987,397
9062,1,0,0,15,7,4,0x0000000008539b75,1,1,1,1,2,13,0x000000,0,0,0,0x00030f,0,1,0,3,0x00000c,-775,0,1987,397
9063,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,2,13,0x000000,0,1,0,0x00030f,0,0,0,3,0x00000c,-775,0,1988,397
9064,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,2,13,0x000000,1,1,1,0x0000ad,0,1,0,3,0x00000c,-775,0,1988,397
9065,1,0,0,15,7,4,0x0000000008539b75,1,1,1,1,3,13,0x00027c,0,0,0,0x0000ad,0,1,0,3,0x00000c,-775,0,1988,397
9066,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,3,13,0x00027c,0,1,0,0x0000ad,0,1,0,3,0x00000c,-775,0,1989,397
9067,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,3,13,0x00027c,1,1,1,0xffffe4,0,1,0,3,0x00000c,-775,0,1989,397
9068,1,0,0,15,7,4,0x0000000008539b75,1,1,1,1,4,13,0x00fd82,0,0,0,0xffffe4,0,1,0,3,0x00000c,-775,0,1989,397
9069,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,4,13,0x00fd82,0,1,0,0xffffe4,0,0,0,3,0x00000c,-775,0,1990,397
9070,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,4,13,0x00fd82,0,1,0,0xffffe4,0,1,0,3,0x00000c,-775,0,1990,397
9071,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,4,13,0x00fd82,1,1,1,0xfffbad,0,1,0,3,0x00000c,-775,0,1990,397
9072,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,4,13,0x00fd82,0,0,0,0xfffbad,0,1,0,3,0x00000c,-775,0,1990,397
9073,1,0,0,15,7,4,0x0000000008539b75,0,1,0,1,4,13,0x00fd82,0,0,0,0xfffbad,1,1,1,3,0x00000d,-1097,0,1990,397
9074,1,0,0,15,7,4,0x0000000008539b75,1,1,1,1,0,14,0x000000,0,0,0,0xfffbad,0,1,0,3,0x00000d,-1097,0,1990,398
9075,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,0,14,0x000000,0,1,0,0xfffbad,0,0,0,3,0x00000d,-1097,0,1991,398
9076,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,0,14,0x000000,1,1,1,0x0003b0,0,1,0,3,0x00000d,-1097,0,1991,398
9077,1,0,0,15,7,4,0x0000000008539b75,1,1,1,1,1,14,0x000000,0,0,0,0x0003b0,0,1,0,3,0x00000d,-1097,0,1991,398
9078,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,1,14,0x000000,0,1,0,0x0003b0,0,1,0,3,0x00000d,-1097,0,1992,398
9079,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,1,14,0x000000,1,1,1,0x00019e,0,1,0,3,0x00000d,-1097,0,1992,398
9080,1,0,0,15,7,4,0x0000000008539b75,1,1,1,1,2,14,0x000000,0,0,0,0x00019e,0,1,0,3,0x00000d,-1097,0,1992,398
9081,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,2,14,0x000000,0,1,0,0x00019e,0,0,0,3,0x00000d,-1097,0,1993,398
9082,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,2,14,0x000000,0,1,0,0x00019e,0,1,0,3,0x00000d,-1097,0,1993,398
9083,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,2,14,0x000000,1,1,1,0xfffd0c,0,1,0,3,0x00000d,-1097,0,1993,398
9084,1,0,0,15,7,4,0x0000000008539b75,1,1,1,1,3,14,0x00027c,0,0,0,0xfffd0c,0,1,0,3,0x00000d,-1097,0,1993,398
9085,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,3,14,0x00027c,0,1,0,0xfffd0c,0,1,0,3,0x00000d,-1097,0,1994,398
9086,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,3,14,0x00027c,1,1,1,0x0007c1,0,1,0,3,0x00000d,-1097,0,1994,398
9087,1,0,0,15,7,4,0x0000000008539b75,1,1,1,1,4,14,0x00fd82,0,0,0,0x0007c1,0,0,0,3,0x00000d,-1097,0,1994,398
9088,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,4,14,0x00fd82,0,1,0,0x0007c1,0,1,0,3,0x00000d,-1097,0,1995,398
9089,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,4,14,0x00fd82,1,1,1,0xfffe28,0,0,0,3,0x00000d,-1097,0,1995,398
9090,1,0,0,15,7,4,0x0000000008539b75,0,1,0,1,4,14,0x00fd82,0,0,0,0xfffe28,0,1,0,3,0x00000d,-1097,0,1995,398
9091,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,4,14,0x00fd82,0,0,0,0xfffe28,1,1,1,3,0x00000e,-449,0,1995,398
9092,1,0,0,15,7,4,0x0000000008539b75,1,1,1,1,0,15,0x000000,0,0,0,0xfffe28,0,1,0,3,0x00000e,-449,0,1995,399
9093,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,0,15,0x000000,0,1,0,0xfffe28,0,0,0,3,0x00000e,-449,0,1996,399
9094,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,0,15,0x000000,0,1,0,0xfffe28,0,1,0,3,0x00000e,-449,0,1996,399
9095,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,0,15,0x000000,0,1,0,0xfffe28,0,1,0,3,0x00000e,-449,0,1996,399
9096,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,0,15,0x000000,0,1,0,0xfffe28,0,1,0,3,0x00000e,-449,0,1996,399
9097,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,0,15,0x000000,0,1,0,0xfffe28,0,1,0,3,0x00000e,-449,0,1996,399
9098,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,0,15,0x000000,1,1,1,0x0002ba,0,1,0,3,0x00000e,-449,0,1996,399
9099,1,0,0,15,7,4,0x0000000008539b75,1,1,1,1,1,15,0x000000,0,0,0,0x0002ba,0,0,0,3,0x00000e,-449,0,1996,399
9100,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,1,15,0x000000,0,1,0,0x0002ba,0,1,0,3,0x00000e,-449,0,1997,399
9101,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,1,15,0x000000,1,1,1,0x0001ad,0,1,0,3,0x00000e,-449,0,1997,399
9102,1,0,0,15,7,4,0x0000000008539b75,1,1,1,1,2,15,0x000000,0,0,0,0x0001ad,0,1,0,3,0x00000e,-449,0,1997,399
9103,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,2,15,0x000000,0,1,0,0x0001ad,0,1,0,3,0x00000e,-449,0,1998,399
9104,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,2,15,0x000000,1,1,1,0x0001fe,0,1,0,3,0x00000e,-449,0,1998,399
9105,1,0,0,15,7,4,0x0000000008539b75,1,1,1,1,3,15,0x00027c,0,0,0,0x0001fe,0,0,0,3,0x00000e,-449,0,1998,399
9106,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,3,15,0x00027c,0,1,0,0x0001fe,0,1,0,3,0x00000e,-449,0,1999,399
9107,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,3,15,0x00027c,0,1,0,0x0001fe,0,1,0,3,0x00000e,-449,0,1999,399
9108,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,3,15,0x00027c,1,1,1,0x00006b,0,1,0,3,0x00000e,-449,0,1999,399
9109,1,0,0,15,7,4,0x0000000008539b75,1,1,1,1,4,15,0x00fd82,0,0,0,0x00006b,0,1,0,3,0x00000e,-449,0,1999,399
9110,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,4,15,0x00fd82,0,1,0,0x00006b,0,1,0,3,0x00000e,-449,0,2000,399
9111,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,4,15,0x00fd82,1,1,1,0x000143,0,0,0,3,0x00000e,-449,0,2000,399
9112,1,0,0,15,7,4,0x0000000008539b75,0,1,0,1,4,15,0x00fd82,0,0,0,0x000143,0,1,0,3,0x00000e,-449,0,2000,399
9113,1,0,0,15,7,4,0x0000000008539b75,0,1,0,1,4,15,0x00fd82,0,0,0,0x000143,1,1,1,3,0x00000f,320,0,2000,399
9114,1,0,0,15,7,4,0x0000000008539b75,1,1,1,1,0,16,0x000000,0,0,0,0x000143,0,1,0,3,0x00000f,320,0,2000,400
9115,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,0,16,0x000000,0,1,0,0x000143,0,1,0,3,0x00000f,320,0,2001,400
9116,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,0,16,0x000000,1,1,1,0x000802,0,1,0,3,0x00000f,320,0,2001,400
9117,1,0,0,15,7,4,0x0000000008539b75,1,1,1,1,1,16,0x000000,0,0,0,0x000802,0,0,0,3,0x00000f,320,0,2001,400
9118,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,1,16,0x000000,0,1,0,0x000802,0,0,0,3,0x00000f,320,0,2002,400
9119,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,1,16,0x000000,0,1,0,0x000802,0,1,0,3,0x00000f,320,0,2002,400
9120,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,1,16,0x000000,1,1,1,0xfffec1,0,1,0,3,0x00000f,320,0,2002,400
9121,1,0,0,15,7,4,0x0000000008539b75,1,0,0,1,2,16,0x000000,0,0,0,0xfffec1,0,1,0,3,0x00000f,320,0,2002,400
9122,1,0,0,15,7,4,0x0000000008539b75,1,1,1,1,2,16,0x000000,0,0,0,0xfffec1,0,1,0,3,0x00000f,320,0,2002,400
9123,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,2,16,0x000000,0,1,0,0xfffec1,0,0,0,3,0x00000f,320,0,2003,400
9124,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,2,16,0x000000,1,1,1,0xfff6f8,0,1,0,3,0x00000f,320,0,2003,400
9125,1,0,0,15,7,4,0x0000000008539b75,1,1,1,1,3,16,0x00027c,0,0,0,0xfff6f8,0,1,0,3,0x00000f,320,0,2003,400
9126,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,3,16,0x00027c,0,1,0,0xfff6f8,0,1,0,3,0x00000f,320,0,2004,400
9127,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,3,16,0x00027c,1,1,1,0x000031,0,1,0,3,0x00000f,320,0,2004,400
9128,1,0,0,15,7,4,0x0000000008539b75,1,1,1,1,4,16,0x00fd82,0,0,0,0x000031,0,1,0,3,0x00000f,320,0,2004,400
9129,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,4,16,0x00fd82,0,1,0,0x000031,0,0,0,3,0x00000f,320,0,2005,400
9130,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,4,16,0x00fd82,0,1,0,0x000031,0,1,0,3,0x00000f,320,0,2005,400
9131,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,4,16,0x00fd82,1,1,1,0x00025c,0,1,0,3,0x00000f,320,0,2005,400
9132,1,0,0,15,7,4,0x0000000008539b75,0,1,0,1,4,16,0x00fd82,0,0,0,0x00025c,0,1,0,3,0x00000f,320,0,2005,400
9133,1,0,0,15,7,4,0x0000000008539b75,0,1,0,1,4,16,0x00fd82,0,0,0,0x00025c,1,1,1,3,0x000010,598,0,2005,400
9134,1,0,0,15,7,4,0x0000000008539b75,1,1,1,1,0,17,0x000000,0,0,0,0x00025c,0,1,0,3,0x000010,598,0,2005,401
9135,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,0,17,0x000000,0,1,0,0x00025c,0,0,0,3,0x000010,598,0,2006,401
9136,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,0,17,0x000000,1,1,1,0x0002f8,0,1,0,3,0x000010,598,0,2006,401
9137,1,0,0,15,7,4,0x0000000008539b75,1,1,1,1,1,17,0x000000,0,0,0,0x0002f8,0,1,0,3,0x000010,598,0,2006,401
9138,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,1,17,0x000000,0,1,0,0x0002f8,0,1,0,3,0x000010,598,0,2007,401
9139,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,1,17,0x000000,0,1,0,0x0002f8,0,1,0,3,0x000010,598,0,2007,401
9140,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,1,17,0x000000,0,1,0,0x0002f8,0,1,0,3,0x000010,598,0,2007,401
9141,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,1,17,0x000000,0,1,0,0x0002f8,0,0,0,3,0x000010,598,0,2007,401
9142,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,1,17,0x000000,0,1,0,0x0002f8,0,1,0,3,0x000010,598,0,2007,401
9143,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,1,17,0x000000,1,1,1,0xffffd4,0,1,0,3,0x000010,598,0,2007,401
9144,1,0,0,15,7,4,0x0000000008539b75,1,1,1,1,2,17,0x000000,0,0,0,0xffffd4,0,1,0,3,0x000010,598,0,2007,401
9145,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,2,17,0x000000,0,1,0,0xffffd4,0,1,0,3,0x000010,598,0,2008,401
9146,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,2,17,0x000000,0,1,0,0xffffd4,0,1,0,3,0x000010,598,0,2008,401
9147,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,2,17,0x000000,1,1,1,0x0002ee,0,0,0,3,0x000010,598,0,2008,401
9148,1,0,0,15,7,4,0x0000000008539b75,1,1,1,1,3,17,0x00027c,0,0,0,0x0002ee,0,1,0,3,0x000010,598,0,2008,401
9149,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,3,17,0x00027c,0,1,0,0x0002ee,0,1,0,3,0x000010,598,0,2009,401
9150,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,3,17,0x00027c,1,1,1,0xffffa2,0,1,0,3,0x000010,598,0,2009,401
9151,1,0,0,15,7,4,0x0000000008539b75,1,0,0,1,4,17,0x00fd82,0,0,0,0xffffa2,0,1,0,3,0x000010,598,0,2009,401
9152,1,0,0,15,7,4,0x0000000008539b75,1,1,1,1,4,17,0x00fd82,0,0,0,0xffffa2,0,1,0,3,0x000010,598,0,2009,401
9153,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,4,17,0x00fd82,0,1,0,0xffffa2,0,0,0,3,0x000010,598,0,2010,401
9154,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,4,17,0x00fd82,1,1,1,0x00024c,0,1,0,3,0x000010,598,0,2010,401
9155,1,0,0,15,7,4,0x0000000008539b75,0,1,0,1,4,17,0x00fd82,0,0,0,0x00024c,0,1,0,3,0x000010,598,0,2010,401
9156,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,4,17,0x00fd82,0,0,0,0x00024c,1,1,1,3,0x000011,581,0,2010,401
9157,1,0,0,15,7,4,0x0000000008539b75,1,1,1,1,0,18,0x000000,0,0,0,0x00024c,0,1,0,3,0x000011,581,0,2010,402
9158,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,0,18,0x000000,0,1,0,0x00024c,0,1,0,3,0x000011,581,0,2011,402
9159,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,0,18,0x000000,0,1,0,0x00024c,0,0,0,3,0x000011,581,0,2011,402
9160,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,0,18,0x000000,1,1,1,0x000010,0,1,0,3,0x000011,581,0,2011,402
9161,1,0,0,15,7,4,0x0000000008539b75,1,0,0,1,1,18,0x000000,0,0,0,0x000010,0,1,0,3,0x000011,581,0,2011,402
9162,1,0,0,15,7,4,0x0000000008539b75,1,1,1,1,1,18,0x000000,0,0,0,0x000010,0,1,0,3,0x000011,581,0,2011,402
9163,1,0,0,15,7,4,0x0000000008539b75,0,0,0,1,1,18,0x000000,0,1,0,0x000010,0,1,0,3,0x000011,581,0,2012,402
